Symbol,BaseSymbol,SynSymbol,SciName,CommonName,Family
SCWHH,SCPAP,SCWHH,"Sclerocactus whipplei (Engelm. & J.M. Bigelow) Britton & Rose var. heilii Castetter, P. Pierce & K. H. Schwer.",,Cactaceae
SCWHI,SCPAI2,SCWHI,Sclerocactus whipplei (Engelm. & J.M. Bigelow) Britton & Rose var. intermedius (Peebles) L.D. Benson,,Cactaceae
SCWHR,SCPAP,SCWHR,"Sclerocactus whipplei (Engelm. & J.M. Bigelow) Britton & Rose var. reevesii Castetter, P. Pierce & K. H. Schwer.",,Cactaceae
SCWHR2,SCPAP,SCWHR2,Sclerocactus whipplei (Engelm. & J.M. Bigelow) Britton & Rose var. roseus (Clover) L.D. Benson,,Cactaceae
SCDU2,SCDU2,,Sclerochloa dura (L.) P. Beauv.,common hardgrass,Poaceae
SCLER4,SCLER4,,Sclerochloa P. Beauv.,hardgrass,Poaceae
SC22xx,,,Sclerochloa unknown sp.,,Poaceae
SCRI3,CARI2,SCRI3,Scleropoa rigida (L.) Griseb.,,Poaceae
SC23xx,,,Scleropoa unknown sp.,,Poaceae
SCBR2,SCBR2,,Scleropogon brevifolius Phil.,burrograss,Poaceae
SCLO3,SCBR2,SCLO3,Scleropogon longisetus Beetle,,Poaceae
SCLER7,SCLER7,,Scleropogon Phil.,burrograss,Poaceae
SC24xx,,,Scleropogon unknown sp.,,Poaceae
SCORZ,SCORZ,,Scorzonera L.,scorzonera,Asteraceae
SCLA6,SCLA6,,Scorzonera laciniata L.,cutleaf vipergrass,Asteraceae
SC25xx,,,Scorzonera unknown sp.,,Asteraceae
SCCO5,SCMA7,SCCO5,Scrophularia coccinea A. Gray,,Scrophulariaceae
SCDA,SCPA6,SCDA,Scrophularia davidsonii Pennell,,Scrophulariaceae
SCGL9,SCPA6,SCGL9,Scrophularia glabrata Davidson,,Scrophulariaceae
SCROP,SCROP,,Scrophularia L.,figwort,Scrophulariaceae
SCLA5,SCLA5,,Scrophularia laevis Wooton & Standl.,figwort,Scrophulariaceae
SCLA,SCLA,,Scrophularia lanceolata Pursh,lanceleaf figwort,Scrophulariaceae
SCLE6,SCLA,SCLE6,Scrophularia leporella E.P. Bicknell,,Scrophulariaceae
SCMA7,SCMA7,,Scrophularia macrantha Greene ex Stiefelhagen,New Mexico figwort,Scrophulariaceae
SCMO4,SCMO4,,Scrophularia montana Wooton,Montana figwort,Scrophulariaceae
SCNE3,SCMA7,SCNE3,Scrophularia neomexicana R.J. Shaw,,Scrophulariaceae
SCOC11,SCLA,SCOC11,Scrophularia occidentalis (Rydb.) E.P. Bicknell,,Scrophulariaceae
SCPA6,SCPA6,,Scrophularia parviflora Wooton & Standl.,pineland figwort,Scrophulariaceae
SCPE8,SCLA,SCPE8,Scrophularia pectinata Raf.,,Scrophulariaceae
SC26xx,,,Scrophularia unknown sp.,,Scrophulariaceae
SCBR3,SCBR3,,Scutellaria brittonii Porter,Britton's skullcap,Lamiaceae
SCDR2,SCDR2,,Scutellaria drummondii Benth.,Drummond's skullcap,Lamiaceae
SCDRE,SCDRE,,Scutellaria drummondii Benth. var. edwardsiana B.L. Turner,Drummond's skullcap,Lamiaceae
SCEP2,SCGA,SCEP2,Scutellaria epilobiifolia A. Ham.,,Lamiaceae
SCGA,SCGA,,Scutellaria galericulata L.,marsh skullcap,Lamiaceae
SCGAP3,SCGA,SCGAP3,Scutellaria galericulata L. ssp. pubescens (Benth.) Á. Löve & D. Löve,,Lamiaceae
SCGAE,SCGA,SCGAE,Scutellaria galericulata L. var. epilobiifolia (A. Ham.) Jordal,,Lamiaceae
SCGAP,SCGA,SCGAP,Scutellaria galericulata L. var. pubescens Benth.,,Lamiaceae
SCUTE,SCUTE,,Scutellaria L.,skullcap,Lamiaceae
SCLA2,SCLA2,,Scutellaria lateriflora L.,blue skullcap,Lamiaceae
SCLAL2,SCLAL2,,Scutellaria lateriflora L. var. lateriflora,blue skullcap,Lamiaceae
SCPO5,SCPO5,,Scutellaria potosina Brandegee,Mexican skullcap,Lamiaceae
SCPOP,SCPOT,SCPOP,Scutellaria potosina Brandegee ssp. parviflora Epling,,Lamiaceae
SCPOP3,SCPOP3,,Scutellaria potosina Brandegee ssp. potosina,Mexican skullcap,Lamiaceae
SCPOT,SCPOT,,Scutellaria potosina Brandegee ssp. potosina var. tessellata (Epling) B.L. Turner,Huachuca Mountain skullcap,Lamiaceae
SCRE3,SCRE3,,Scutellaria resinosa Torr.,sticky skullcap,Lamiaceae
SCTE4,SCPOT,SCTE4,Scutellaria tessellata Epling,,Lamiaceae
SC27xx,,,Scutellaria unknown sp.,,Lamiaceae
SCWR4,SCRE3,SCWR4,Scutellaria wrightii auct. non A. Gray,,Lamiaceae
SECE,SECE,,Secale cereale L.,cultivated rye,Poaceae
SECAL,SECAL,,Secale L.,rye,Poaceae
SEMO,SECE,SEMO,"Secale montanum Guss., nom. inq.",,Poaceae
SEST10,SECE,SEST10,Secale strictum (C. Presl) C. Presl,,Poaceae
SExx,,,Secale unknown sp.,,Poaceae
SECUR3,SECUR3,,Securigera DC.,crownvetch,Fabaceae
SE2xx,,,Securigera unknown sp.,,Fabaceae
SEVA4,SEVA4,,Securigera varia (L.) Lassen,crownvetch,Fabaceae
SEAL9,RHINI,SEAL9,Sedum alaskanum (Rose) Rose ex Hutch.,,Crassulaceae
SECO,SECO,,Sedum cockerellii Britton,Cockerell's stonecrop,Crassulaceae
SEGR,SECO,SEGR,Sedum griffithsii Rose,,Crassulaceae
SEIN4,RHINI,SEIN4,Sedum integrifolium (Raf.) A. Nelson,,Crassulaceae
SEINN,RHINN,SEINN,Sedum integrifolium (Raf.) A. Nelson ssp. neomexicanum (Britton) R.T. Clausen,,Crassulaceae
SEINP,RHINP,SEINP,Sedum integrifolium (Raf.) A. Nelson ssp. procerum R.T. Clausen,,Crassulaceae
SEDUM,SEDUM,,Sedum L.,stonecrop,Crassulaceae
SELA,SELA,,Sedum lanceolatum Torr.,spearleaf stonecrop,Crassulaceae
SELAL,SELAL,,Sedum lanceolatum Torr. ssp. lanceolatum,spearleaf stonecrop,Crassulaceae
SERH,RHRH4,SERH,Sedum rhodanthum A. Gray,,Crassulaceae
SEROI3,RHINI,SEROI3,Sedum rosea (L.) Scop. ssp. integrifolium (Raf.) Hultén,,Crassulaceae
SEROA,RHINI,SEROA,Sedum rosea (L.) Scop. var. alaskanum (Rose) A. Berger,,Crassulaceae
SEROF,RHINI,SEROF,Sedum rosea (L.) Scop. var. frigidum (Rydb.) Hultén,,Crassulaceae
SEROI2,RHINI,SEROI2,Sedum rosea (L.) Scop. var. integrifolium (Raf.) A. Berger,,Crassulaceae
SEROI4,RHINI,SEROI4,"Sedum roseum (L.) Scop. ssp. integrifolium (Raf.) Hultén, orth. var.",,Crassulaceae
SEROA2,RHINI,SEROA2,"Sedum roseum (L.) Scop. var. alaskanum (Rose) A. Berger, orth. var.",,Crassulaceae
SEROF2,RHINI,SEROF2,"Sedum roseum (L.) Scop. var. frigidum (Rydb.) Hultén, orth. var.",,Crassulaceae
SEROI5,RHINI,SEROI5,"Sedum roseum (L.) Scop. var. integrifolium (Raf.) A. Berger, orth. var.",,Crassulaceae
SEST,SEST,,Sedum stelliforme S. Watson,Huachuca Mountain stonecrop,Crassulaceae
SE3xx,,,Sedum unknown sp.,,Crassulaceae
SEWO2,SECO,SEWO2,Sedum wootonii Britton,,Crassulaceae
SEWR,SEWR,,Sedum wrightii A. Gray,Wright's stonecrop,Crassulaceae
SEWRP,SEWRP,,Sedum wrightii A. Gray ssp. priscum R.T. Clausen,Wright's stonecrop,Crassulaceae
SENE3,SENE3,,Selaginella ×neomexicana Maxon (pro sp.) [mutica × rupincola],New Mexican spikemoss,Selaginellaceae
SEAR2,SEAR2,,Selaginella arizonica Maxon,Arizona spikemoss,Selaginellaceae
SEDE2,SEDE2,,Selaginella densa Rydb.,lesser spikemoss,Selaginellaceae
SEDED,SEDED,,Selaginella densa Rydb. var. densa,dense spikemoss,Selaginellaceae
SEDES,SEDES,,Selaginella densa Rydb. var. scopulorum (Maxon) R. Tryon,Rocky Mountain spikemoss,Selaginellaceae
SEEN,SEDED,SEEN,Selaginella engelmannii Hieron.,,Selaginellaceae
SEENS,SEDES,SEENS,Selaginella engelmannii Hieron. var. scopulorum (Maxon) C.F. Reed,,Selaginellaceae
SELE2,SELE2,,Selaginella lepidophylla (Hook. & Grev.) Spring,flower of stone,Selaginellaceae
SEMU,SEMU,,Selaginella mutica D.C. Eaton ex Underw.,bluntleaf spikemoss,Selaginellaceae
SEMUL,SEMUL,,Selaginella mutica D.C. Eaton ex Underw. var. limitanea Weath.,bluntleaf spikemoss,Selaginellaceae
SEMUM,SEMUM,,Selaginella mutica D.C. Eaton ex Underw. var. mutica,bluntleaf spikemoss,Selaginellaceae
SEMUT,SEMUL,SEMUT,Selaginella mutica D.C. Eaton ex Underw. var. texana Weath.,,Selaginellaceae
SELAG,SELAG,,Selaginella P. Beauv.,spikemoss,Selaginellaceae
SEPE,SEPE,,Selaginella peruviana (Milde) Hieron.,Peruvian spikemoss,Selaginellaceae
SEPI,SEPI,,Selaginella pilifera A. Braun,resurrection plant,Selaginellaceae
SEPIP,SEPI,SEPIP,Selaginella pilifera A. Braun var. pringlei (Baker) Morton,,Selaginellaceae
SERU2,SERU2,,Selaginella rupincola Underw.,rockloving spikemoss,Selaginellaceae
SESC5,SEDES,SESC5,Selaginella scopulorum Maxon,,Selaginellaceae
SESH2,SEPE,SESH2,Selaginella sheldonii Maxon,,Selaginellaceae
SEUN,SEUN,,Selaginella underwoodii Hieron.,Underwood's spikemoss,Selaginellaceae
SEUND,SEUN,SEUND,Selaginella underwoodii Hieron. var. dolichotricha Weath.,,Selaginellaceae
SE4xx,,,Selaginella unknown sp.,,Selaginellaceae
SEWE3,SEWE3,,Selaginella weatherbiana R. Tryon,Rocky Mountain spikemoss,Selaginellaceae
SEWR2,SEWR2,,Selaginella wrightii Hieron.,Wright's spikemoss,Selaginellaceae
SEDI2,SEDI2,,Selenia dissecta Torr. & A. Gray,Texas selenia,Brassicaceae
SELEN,SELEN,,Selenia Nutt.,selenia,Brassicaceae
SE5xx,,,Selenia unknown sp.,,Brassicaceae
SELIN,SELIN,,Selinocarpus A. Gray,moonpod,Nyctaginaceae
SECH3,AMCH3,SECH3,Selinocarpus chenopodioides A. Gray,,Nyctaginaceae
SEDI3,SEDI3,,Selinocarpus diffusus A. Gray,spreading moonpod,Nyctaginaceae
SELA3,SELA3,,Selinocarpus lanceolatus Wooton,gypsum moonpod,Nyctaginaceae
SE6xx,,,Selinocarpus unknown sp.,,Nyctaginaceae
SEGL7,GYGL,SEGL7,Selloa glutinosa Spreng.,,Asteraceae
SE7xx,,,Selloa unknown sp.,,Asteraceae
SEAC2,SEAC2,,Senecio actinella Greene,Flagstaff ragwort,Asteraceae
SEACM,SEAC2,SEACM,Senecio actinella Greene var. mogollonicus (Greene) Greenm.,,Asteraceae
SEAC6,PAST10,SEAC6,Senecio acutidens Rydb.,,Asteraceae
SEAD2,PAST10,SEAD2,Senecio adamsii Howell,,Asteraceae
SEAD5,SESEA,SEAD5,Senecio admirabilis Greene,,Asteraceae
SEAM3,SEERK,SEAM3,Senecio ambrosioides Rydb.,,Asteraceae
SEAM,SEAM,,Senecio amplectens A. Gray,showy alpine groundsel,Asteraceae
SEAMA,SEAMA,,Senecio amplectens A. Gray var. amplectens,showy alpine ragwort,Asteraceae
SEAMH,SEAMH,,Senecio amplectens A. Gray var. holmii (Greene) Harrington,Holm's ragwort,Asteraceae
SEAMT,SETA,SEAMT,Senecio amplectens A. Gray var. taraxacoides A. Gray,,Asteraceae
SEAR3,SEAR3,,Senecio arizonicus Greene,Arizona ragwort,Asteraceae
SEAT,SEAT,,Senecio atratus Greene,tall blacktip ragwort,Asteraceae
SEAUB,PAST10,SEAUB,Senecio aureus L. var. borealis Torr. & A. Gray,,Asteraceae
SEAUW,PAWE4,SEAUW,Senecio aureus L. var. werneriifolius A. Gray,,Asteraceae
SEBA4,PAPA20,SEBA4,Senecio balsamitae Muhl. ex Willd.,,Asteraceae
SEBI2,SEBI2,,Senecio bigelovii A. Gray,nodding ragwort,Asteraceae
SEBIB,SEBIB,,Senecio bigelovii A. Gray var. bigelovii,Biglow's ragwort,Asteraceae
SEBIH,SEBIH,,Senecio bigelovii A. Gray var. hallii A. Gray,Hall's ragwort,Asteraceae
SEBL2,SEFRB,SEBL2,Senecio blitoides Greene,,Asteraceae
SECA2,PACA15,SECA2,Senecio canus Hook.,,Asteraceae
SECA6,PACA34,SECA6,Senecio cardamine Greene,,Asteraceae
SECA12,SEFRB,SECA12,Senecio carthamoides Greene,,Asteraceae
SECE2,SEPU3,SECE2,"Senecio cernuus A. Gray, non L. f.",,Asteraceae
SECL5,PASP18,SECL5,Senecio cliffordii N.D. Atwood & S.L. Welsh,,Asteraceae
SECO11,PACA15,SECO11,Senecio convallium Greenm.,,Asteraceae
SECR,SECR,,Senecio crassulus A. Gray,thickleaf groundsel,Asteraceae
SECRC,SECR,SECRC,Senecio crassulus A. Gray var. cusickii (Piper) Greenm.,,Asteraceae
SECR6,PAPA20,SECR6,Senecio crawfordii (Britton) G.W. Douglas & G. Ruyle-Douglas,,Asteraceae
SECR2,PACR5,SECR2,Senecio crocatus Rydb.,,Asteraceae
SECRW,PACR5,SECRW,Senecio crocatus Rydb. var. wolfii Greenm.,,Asteraceae
SECYB,PAST10,SECYB,Senecio cymbalarioides Nutt. var. borealis (Torr. & A. Gray) Greenm.,,Asteraceae
SECYS,PAST10,SECYS,Senecio cymbalarioides Nutt. var. suksdorfii (Greenm.) M. Peck,,Asteraceae
SECY4,PAST10,SECY4,"Senecio cymbalarioides Nutt., non H. Buek, nom. illeg.",,Asteraceae
SECY3,PACY9,SECY3,Senecio cynthioides Greene,,Asteraceae
SEDE6,PATR7,SEDE6,Senecio densus Greene,,Asteraceae
SEDI4,PADID3,SEDI4,Senecio dimorphophyllus Greene,,Asteraceae
SEDOL2,SEFLF,SEDOL2,Senecio douglasii DC. ssp. longilobus (Benth.) W.A. Weber,,Asteraceae
SEDOJ,SEFLF,SEDOJ,Senecio douglasii DC. var. jamesii (Torr. & A. Gray) Ediger ex Correll & M.C. Johnst.,,Asteraceae
SEDOL,SEFLF,SEDOL,Senecio douglasii DC. var. longilobus (Benth.) L.D. Benson,,Asteraceae
SEDOM,SEFLM,SEDOM,Senecio douglasii DC. var. monoensis (Greene) Jeps.,,Asteraceae
SEER2,SEER2,,Senecio eremophilus Richardson,desert groundsel,Asteraceae
SEERK2,SEERK,SEERK2,Senecio eremophilus Richardson ssp. kingii (Rydb.) G.W. Douglas & G. Ruyle-Douglas,,Asteraceae
SEERM2,SEERM,SEERM2,Senecio eremophilus Richardson ssp. macdougalii (A. Heller) G.W. Douglas & G. Ruyle-Douglas,,Asteraceae
SEERK,SEERK,,Senecio eremophilus Richardson var. kingii (Rydb.) Greenm.,King's ragwort,Asteraceae
SEERM,SEERM,,Senecio eremophilus Richardson var. macdougalii (A. Heller) Cronquist,MacDougal's groundsel,Asteraceae
SEEU2,PANEN,SEEU2,Senecio eurypterus Greenm.,,Asteraceae
SEFE,PAFE4,SEFE,Senecio fendleri A. Gray,,Asteraceae
SEFEL,PAFE4,SEFEL,Senecio fendleri A. Gray var. lanatus Osterh.,,Asteraceae
SEFI2,SEFLF,SEFI2,"Senecio filifolius Nutt., non P.J. Bergius",,Asteraceae
SEFL3,SEFL3,,Senecio flaccidus Less.,threadleaf ragwort,Asteraceae
SEFLF,SEFLF,,Senecio flaccidus Less. var. flaccidus,threadleaf groundsel,Asteraceae
SEFLM,SEFLM,,Senecio flaccidus Less. var. monoensis (Greene) B.L. Turner & T.M. Barkley,smooth threadleaf ragwort,Asteraceae
SEFL6,PAPSF,SEFL6,Senecio flavulus Greene,,Asteraceae
SEFR3,SEFR3,,Senecio fremontii Torr. & A. Gray,Fremont's groundsel,Asteraceae
SEFRB2,SEFRB,SEFRB2,Senecio fremontii Torr. & A. Gray ssp. blitoides (Greene) W.A. Weber,,Asteraceae
SEFRB,SEFRB,,Senecio fremontii Torr. & A. Gray var. blitoides (Greene) Cronquist,dwarf mountain ragwort,Asteraceae
SEFU2,PAST10,SEFU2,Senecio fulgens Rydb.,,Asteraceae
SEGA3,PAPA20,SEGA3,Senecio gaspensis Greenm.,,Asteraceae
SEGAF,PAPA20,SEGAF,Senecio gaspensis Greenm. var. firmifolius (Greenm.) Fernald,,Asteraceae
SEGI4,SETR,SEGI4,Senecio gibbsonsii Greene,,Asteraceae
SEGR9,PATA5,SEGR9,Senecio greggii Rydb.,,Asteraceae
SEHA7,PACA15,SEHA7,Senecio hallii Britton,,Asteraceae
SEHAD,PACA15,SEHAD,Senecio hallii Britton var. discoidea W.A. Weber,,Asteraceae
SEHA9,PACA15,SEHA9,Senecio harbourii Rydb.,,Asteraceae
SEHA5,PAHA16,SEHA5,Senecio hartianus A. Heller,,Asteraceae
SEHE4,PADID3,SEHE4,Senecio heterodoxus Greene ex Rydb.,,Asteraceae
SEHO,SEAMH,SEHO,Senecio holmii Greene,,Asteraceae
SEHO2,PACA15,SEHO2,Senecio howellii Greene,,Asteraceae
SEIM,PATA5,SEIM,Senecio imparipinnatus Klatt,,Asteraceae
SEIN2,SEIN2,,Senecio integerrimus Nutt.,lambstongue ragwort,Asteraceae
SEINI,SEINI,,Senecio integerrimus Nutt. var. integerrimus,lambstongue ragwort,Asteraceae
SEJO2,PAST10,SEJO2,Senecio jonesii Rydb.,,Asteraceae
SEKI,SEERK,SEKI,Senecio kingii Rydb.,,Asteraceae
SENEC,SENEC,,Senecio L.,groundsel spp. (ragwort),Asteraceae
SELA7,PAST10,SELA7,Senecio laetiflorus Greene,,Asteraceae
SELE10,PAST10,SELE10,Senecio leonardii Rydb.,,Asteraceae
SELO,SEFLF,SELO,Senecio longilobus Benth.,,Asteraceae
SELO3,PAST10,SELO3,Senecio longipetiolatus Rydb.,,Asteraceae
SELY2,PAMU11,SELY2,Senecio lynceus Greene,,Asteraceae
SELYL,PAMU11,SELYL,Senecio lynceus Greene var. leucoreus (Greenm.) S.F. Blake,,Asteraceae
SEMA12,SEERM,SEMA12,Senecio macdougalii A. Heller,,Asteraceae
SEMA8,PATR7,SEMA8,Senecio manitobensis Greenm.,,Asteraceae
SEME7,PANEM2,SEME7,Senecio metcalfei Greene,,Asteraceae
SEMI3,PAMI26,SEMI3,Senecio millelobatus Rydb.,,Asteraceae
SEMO8,PAWE4,SEMO8,Senecio molinarius Greenm.,,Asteraceae
SEMO9,SEFLM,SEMO9,Senecio monoensis Greene,,Asteraceae
SEMU7,PAWE4,SEMU7,Senecio muirii Greenm.,,Asteraceae
SEMU2,SESPM,SEMU2,Senecio multicapitatus Greenm. ex Rydb.,,Asteraceae
SEMU3,PAMU11,SEMU3,Senecio multilobatus Torr. & A. Gray ex A. Gray,,Asteraceae
SEMU8,PANEM,SEMU8,Senecio mutabilis Greene,,Asteraceae
SENE4,PANEN,SENE4,Senecio neomexicanus A. Gray,,Asteraceae
SENEG2,PANEN,SENEG2,Senecio neomexicanus A. Gray var. griffithsii Greenm.,,Asteraceae
SENEM,PANEM2,SENEM,Senecio neomexicanus A. Gray var. metcalfei (Greene) T.M. Barkley,,Asteraceae
SENEM2,PANEM,SENEM2,Senecio neomexicanus A. Gray var. mutabilis (Greene) T.M. Barkley,,Asteraceae
SENET,PANET2,SENET,Senecio neomexicanus A. Gray var. toumeyi (Greene) T.M. Barkley,,Asteraceae
SEOB2,PAOB6,SEOB2,Senecio obovatus Muhl. ex Willd.,,Asteraceae
SEOBE,PAOB6,SEOBE,Senecio obovatus Muhl. ex Willd. var. elliottii (Torr. & A. Gray) Fernald,,Asteraceae
SEOBR2,PAOB6,SEOBR2,Senecio obovatus Muhl. ex Willd. var. rotundus Britton,,Asteraceae
SEOO,PAST10,SEOO,Senecio oodes Rydb.,,Asteraceae
SEOR7,PANEN,SEOR7,Senecio oresbius Greenm.,,Asteraceae
SEPA13,PAST10,SEPA13,Senecio pammelii Greenm.,,Asteraceae
SEPA2,SEPA2,,Senecio parryi A. Gray,mountain ragwort,Asteraceae
SEPA5,PAPA20,SEPA5,Senecio pauperculus Michx.,,Asteraceae
SEPAB,PAPA20,SEPAB,Senecio pauperculus Michx. var. balsamitae (Muhl. ex Willd.) Fernald,,Asteraceae
SEPAC,PAPA20,SEPAC,Senecio pauperculus Michx. var. crawfordii (Britton) T.M. Barkley,,Asteraceae
SEPAF2,PAPA20,SEPAF2,Senecio pauperculus Michx. var. firmifolius (Greenm.) Greenm.,,Asteraceae
SEPAN2,PAPA20,SEPAN2,Senecio pauperculus Michx. var. neoscoticus Fernald,,Asteraceae
SEPAP,PAPA20,SEPAP,Senecio pauperculus Michx. var. praelongus (Greenm.) House,,Asteraceae
SEPAT,PAPA20,SEPAT,Senecio pauperculus Michx. var. thompsoniensis (Greenm.) B. Boivin,,Asteraceae
SEPL,PAPL12,SEPL,Senecio plattensis Nutt.,,Asteraceae
SEPL5,PAST10,SEPL5,Senecio platylobus Rydb.,,Asteraceae
SEPSF2,PAPSF,SEPSF2,Senecio pseudaureus Rydb. ssp. flavulus (Greene) G.W. Douglas & G. Ruyle-Douglas,,Asteraceae
SEPSF,PAPSF,SEPSF,Senecio pseudaureus Rydb. var. flavulus (Greene) Greenm.,,Asteraceae
SEPS3,PAPL12,SEPS3,Senecio pseudotomentosus Mack. & Bush,,Asteraceae
SEPU3,SEPU3,,Senecio pudicus Greene,bashful ragwort,Asteraceae
SEPU9,PACA15,SEPU9,Senecio purshianus Nutt.,,Asteraceae
SEQU2,PAQU7,SEQU2,Senecio quaerens Greene,,Asteraceae
SEQU,PAQU8,SEQU,Senecio quercetorum Greene,,Asteraceae
SERI2,SERI2,,Senecio riddellii Torr. & A. Gray,Riddell's ragwort,Asteraceae
SERO5,PAOB6,SERO5,Senecio rotundus (Britton) Small,,Asteraceae
SERU7,PAST10,SERU7,Senecio rubricaulis Greene,,Asteraceae
SESA3,SESA3,,Senecio sacramentanus Wooton & Standl.,Sacramento ragwort,Asteraceae
SESA4,BASA5,SESA4,Senecio salignus DC.,,Asteraceae
SESA6,PASA12,SESA6,Senecio sanguisorboides Rydb.,,Asteraceae
SESA7,PAWE4,SESA7,Senecio saxosus Klatt,,Asteraceae
SESAT,PAWE4,SESAT,Senecio saxosus Klatt var. toiyabensis Greenm.,,Asteraceae
SESE2,SESE2,,Senecio serra Hook.,tall ragwort,Asteraceae
SESEA,SESEA,,Senecio serra Hook. var. admirabilis (Greene) A. Nelson,tall ragwort,Asteraceae
SESO,SESO,,Senecio soldanella A. Gray,Colorado ragwort,Asteraceae
SESP3,SESP3,,Senecio spartioides Torr. & A. Gray,broom groundsel,Asteraceae
SESPF,SERI2,SESPF,Senecio spartioides Torr. & A. Gray var. fremontii (Torr. & A. Gray) Greenm.,,Asteraceae
SESPG,SESPS2,SESPG,Senecio spartioides Torr. & A. Gray var. granularis Maguire & A.H. Holmgren ex Cronquist,,Asteraceae
SESPM,SESPM,,Senecio spartioides Torr. & A. Gray var. multicapitatus (Greenm. ex Rydb.) S.L. Welsh,ragwort groundsel,Asteraceae
SESPP3,SERI2,SESPP3,Senecio spartioides Torr. & A. Gray var. parksii (Cory) Shinners,,Asteraceae
SESPS2,SESPS2,,Senecio spartioides Torr. & A. Gray var. spartioides,broom-like ragwort,Asteraceae
SESP7,PASP18,SESP7,Senecio spellenbergii T.M. Barkley,,Asteraceae
SEST3,PAST10,SEST3,Senecio streptanthifolius Greene,,Asteraceae
SESTB,PAST10,SESTB,Senecio streptanthifolius Greene var. borealis (Torr. & A. Gray) J.F. Bain,,Asteraceae
SESTK,PAST10,SESTK,Senecio streptanthifolius Greene var. kluanei J.F. Bain,,Asteraceae
SESTL,PAST10,SESTL,Senecio streptanthifolius Greene var. laetiflorus (Greene) J.F. Bain,,Asteraceae
SESTO,PAST10,SESTO,Senecio streptanthifolius Greene var. oodes (Rydb.) J.F. Bain,,Asteraceae
SESTR,PAST10,SESTR,Senecio streptanthifolius Greene var. rubricaulis (Greene) J.F. Bain,,Asteraceae
SESTW,PAST10,SESTW,Senecio streptanthifolius Greene var. wallowensis J.F. Bain,,Asteraceae
SEST6,PAMU11,SEST6,Senecio stygius Greene,,Asteraceae
SESU6,PAST10,SESU6,Senecio subcuneatus Rydb.,,Asteraceae
SESU8,PAST10,SESU8,Senecio suksdorfii Greenm.,,Asteraceae
SETA2,PATA5,SETA2,Senecio tampicanus DC.,,Asteraceae
SETA,SETA,,Senecio taraxacoides (A. Gray) Greene,dandelion ragwort,Asteraceae
SETH,PAMU11,SETH,Senecio thornberi Greenm.,,Asteraceae
SETH2,PANEN,SETH2,Senecio thurberi A. Gray,,Asteraceae
SETO6,SESPS2,SETO6,Senecio toiyabensis S.L. Welsh & Goodrich,,Asteraceae
SETO8,PANET2,SETO8,Senecio toumeyi Greene,,Asteraceae
SETR,SETR,,Senecio triangularis Hook.,arrowleaf groundsel,Asteraceae
SETRA,SETR,SETRA,Senecio triangularis Hook. var. angustifolius G.N. Jones,,Asteraceae
SETR2,PATR7,SETR2,Senecio tridenticulatus Rydb.,,Asteraceae
SETW,PAPA20,SETW,Senecio tweedyi Rydb.,,Asteraceae
SEUI,PAMU11,SEUI,Senecio uintahensis (A. Nelson) Greenm.,,Asteraceae
SE8xx,,,Senecio unknown sp.,,Asteraceae
SEVU,SEVU,,Senecio vulgaris L.,common groundsel,Asteraceae
SEWA4,PAST10,SEWA4,Senecio wardii Greene,,Asteraceae
SEWA3,SEWA3,,Senecio warnockii Shinners,Warnock's ragwort,Asteraceae
SEWE2,PAWE4,SEWE2,Senecio werneriifolius (A. Gray) A. Gray,,Asteraceae
SEWEA,PAWE4,SEWEA,Senecio werneriifolius (A. Gray) A. Gray var. alpinus (A. Gray) Dorn,,Asteraceae
SEWEI,PAWE4,SEWEI,Senecio werneriifolius (A. Gray) A. Gray var. incertus Greenm.,,Asteraceae
SEWO,SEWO,,Senecio wootonii Greene,Wooton's ragwort,Asteraceae
SEWR3,PACY9,SEWR3,Senecio wrightii Greenm.,,Asteraceae
SEGR4,SEGR4,,Senegalia greggii (A. Gray) Britton & Rose,catclaw acacia,Fabaceae
SENEG,SENEG,,Senegalia Raf.,acacia,Fabaceae
SERO,SERO,,Senegalia roemeriana (Scheele) Britton & Rose,roundflower catclaw,Fabaceae
SE9xx,,,Senegalia unknown sp.,,Fabaceae
SECO15,BOCO2,SECO15,Senkenbergia coulteri Hook. f.,,Nyctaginaceae
SE10xx,,,Senkenbergia unknown sp.,,Nyctaginaceae
SEBA3,SEBA3,,Senna bauhinioides (A. Gray) Irwin & Barneby,twinleaf senna,Fabaceae
SECO10,SECO10,,Senna covesii (A. Gray) Irwin & Barneby,Coves' cassia,Fabaceae
SEHI2,SEHI2,,Senna hirsuta (L.) Irwin & Barneby,woolly wild sensitive plant,Fabaceae
SEHIG,SEHIG,,Senna hirsuta (L.) Irwin & Barneby var. glaberrima (M.E. Jones) Irwin & Barneby,woolly senna,Fabaceae
SELI4,SELI4,,Senna lindheimeriana (Scheele) Irwin & Barneby,velvet leaf wild sensitive pla,Fabaceae
SENNA,SENNA,,Senna Mill.,senna,Fabaceae
SEOR5,SEOR5,,Senna orcuttii (Britton & Rose) Irwin & Barneby,Orcutt's senna,Fabaceae
SERO8,SERO8,,Senna roemeriana (Scheele) Irwin & Barneby,twoleaf wild sensitive plant,Fabaceae
SE11xx,,,Senna unknown sp.,,Fabaceae
SEWI3,SEWI3,,Senna wislizeni (A. Gray) Irwin & Barneby,Wislizenus' wild sensitive pla,Fabaceae
SEHE6,EPHE,SEHE6,Serapias helleborine L.,,Orchidaceae
